"lang"
{
"Language"	"german"
"asw_button_deselectm"	"Marine abwählen"
"asw_button_reserved"	"Marine reserviert"
"asw_button_alreadysel"	"Bereits ausgewählt"
"asw_button_marinedead"	"Marine gefallen"
"asw_button_missionfull"	"Einsatz voll"
"asw_button_retcamp"	"Feldzug-Auswahl"
"asw_ingame_restart_title"	"EINSATZ WIRD NEUGESTARTET"
"asw_ingame_restart_5"	"Einsatz wird neugestartet in 5..."
"asw_ingame_restart_4"	"Einsatz wird neugestartet in 4..."
"asw_ingame_restart_3"	"Einsatz wird neugestartet in 3..."
"asw_ingame_restart_2"	"Einsatz wird neugestartet in 2..."
"asw_ingame_restart_1"	"Einsatz wird neugestartet in 1..."
"asw_ingame_restart_in"	"Einsatz wird neugestartet in: %s1"
"asw_force_ready_5"	"Erzwinge Bereitschaft in 5..."
"asw_force_ready_4"	"Erzwinge Bereitschaft in 4..."
"asw_force_ready_3"	"Erzwinge Bereitschaft in 3..."
"asw_force_ready_2"	"Erzwinge Bereitschaft in 2..."
"asw_force_ready_1"	"Erzwinge Bereitschaft in 1..."
"asw_force_startm"	"Nicht alle Spieler sind bereit. Möchtest du den Einsatz trotzdem beginnen?"
"asw_force_continuem"	"Nicht alle Spieler sind bereit. Möchtest du trotzdem speichern und fortsetzen?"
"asw_force_restartm"	"Nicht alle Spieler sind bereit. Möchtest du trotzdem neu starten?"
"asw_force_ready"	"Bereitschaft erzwingen"
"asw_force_ready_delayed"	"Bereitschaft erzwingen (%s1)"
"asw_force_wait"	"Abbrechen"
"asw_force_yes"	"Ja"
"asw_squad_not_full"	"Achtung, Kommandant. Sie haben kein vollständiges Team zur Verfügung. Wenn du versuchst, diesen Einsatz ohne ein komplettes Team zu erledigen, wird die Schwierigkeit deutlich steigen. Möchtest du den Einsatz wirklich starten?"
"asw_skill_to_spend"	"Warnung Kommandant. Einer Ihrer Marines hat noch Fähigkeitspunkte zu vergeben. Möchtest du den Einsatz wirklich starten?"
"asw_start_anyway"	"Einsatz beginnen"
"asw_cancel"	"Abbrechen"
"asw_force_retcamp"	"Einige Spieler sind noch nicht bereit. Möchtest du den Einsatz trotzdem beenden und zur Feldzug-Auswahl zurückkehren?"
"asw_confirm_retcamp"	"Bist du sicher, dass du diesen Einsatz abbrechen und zur Feldzug-Auswahl zurückkehren willst?"
"asw_debrief_complete"	"EINSATZ ABGESCHLOSSEN"
"asw_debrief_failed"	"EINSATZ FEHLGESCHLAGEN"
"asw_default_debrief"	"Ziele erfolgreich abgeschlossen. Gute Arbeit, Marines."
"asw_tutorial_db1"	"Die IAF-Zentrale analysiert die Daten, welche Ihr Team abgerufen hat und wird sofort mit der Planung der Mission hier auf Vereon XII beginnen."
"asw_tutorial_db2"	"Das Kommando hat Ihre Leistung als zufriedenstellend erachtet und ernennt Sie als Team-Kommandanten für den ersten Vorstoß in die Jakobsruh-Kolonie. Das Mannschaftsschiff, die Bloodhound, befindet sich auf dem Weg um Ihre Männer vom Stützpunkt abzuholen."
"asw_tutorial_db3"	"Die Operation wird um 1700 eingeleitet. Warten Sie auf weitere Befehle, Kommandant."
"asw_landingbay_db1"	"Die Analyse des Flugrekorders aus der Rettungskapsel zeigt einige Schiffe, die erfolgreich die Umlaufbahn durchbrechen und Veron XII verlassen konnten. Sieht nach einer Hand voll SynTek Offizieren und Kolonisten aus."
"asw_landingbay_db2"	"Wir haben zudem erfahren, dass ein kleiner Container die Atmosphäre verlassen hat ohne ID Codes auszusenden. Alle Daten über Start und Flugbahn dieses Containers wurden von unbekannten Personen verschlüsselt. Wir sind dabei die nähere Umgebung mit Aufklärungsschiffen zu durchsuchen, jedoch sind die Chancen diesen Container zu finden auf Grund dessen Größe und der unbekannten Flugbahn sehr gering."
"asw_landingbay_lift1"	"Alle unregistrierten Mitarbeiter müssen sich im Fahrstuhl befinden, bevor jener aktiviert werden kann."
"asw_outside_db1"	"Gut gemacht Kommandant. Sie haben die Pipeline zerstört. Das sollte massive Schwarmbewegungen aus der Kolonie verhindern. Wir werden das weiterhin aus dem Orbit beobachten."
"asw_outside_db2"	"SynTek wird über den Besiedlungscode 572/C über alle Eigentumsbeschädigungen informiert."
"asw_plant_db1"	"Wir sehen den Reaktor wieder mit voller Effizienz laufen. Den Strom der Kolonie wiederherzustellen ist ein wichtiger Schritt im Restaurierungsprozess. Das wird den Aufräumteams ihre Arbeit erleichtern."
"asw_plant_db2"	"."
"asw_office_db1"	"Die Zerstörung der Biomasseninfektion innerhalb des Zentralkoloniegebäudes hat den Schwarmübergriff aufgehalten und wird sie in die Defensive zwingen."
"asw_office_db2"	"Datenaufzeichnungen zufolge versuchten einige SynTek Security Mitarbeiter die Infektion zu bekämpfen. Wir können zum jetzigen Zeitpunkt annehmen, dass sie erfolglos waren."
"asw_labs_db1"	"Der IAF-Geheimdienst wird die von Ihnen geborgenen Daten analysieren, Kommandant. Es sieht so aus, als hätten in dieser Forschungsanlage mehrere Verstöße gegen das Interstellare Recht stattgefunden, die unmittelbar zur Destabilisierung und Verseuchung geführt haben. Wir werden der Interstellaren Allianz vollständig Bericht erstatten."
"asw_labs_db2"	"Wir können immer noch eine erhebliche Schwarmpräsenz innerhalb der Kolonie feststellen. Rücken Sie umgehend zur nächsten Missionsposition vor, Kommandant. Wir haben Ungeziefer auszurotten."
"asw_sewers_db1"	"Da die Zugangstunnel zur Kanalisation nun versiegelt sind, hat der Schwarm nur noch einen Weg zur Oberfläche. Es ist Zeit, den Kampf zu ihnen zu tragen und ernsthaften Schaden anzurichten."
"asw_mine_db1"	"Ausgezeichnete Arbeit, Kommandant. Die durch Ihr Team ausgelöste thermonukleare Detonation hat den Großteil des Schwarms unterhalb der Oberfläche vernichtet. Wir schätzen, dass mehr als 200 Eier und zahllose Schwarmdrohnen durch die Explosion ausgelöscht wurden."
"asw_mine_db2"	"Die Aufräumflotte erreicht die Umlaufbahn in diesem Moment und beginnt einen atmosphärischen Dekontaminationsvorgang um 0500. Wir erwarten das Mannschaftsschiff, die Bloodhound, und Ihr Team hier wieder um 0430. Flammenwerferteams stehen für eine manuelle Säuberung jeglicher verbleibender Schwarmtruppen und Verseuchungen bereit."
"asw_mine_db3"	"Genießen Sie den Kryo-Schlaf so lange Sie können, Kommandant."
"asw_ob_landing_1t"	"Zugang zur Basis erlangen"
"asw_ob_landing_1"	"Das Mannschaftsschiff, die Bloodhound, wird am äußeren Landungshafen andocken. Ihr Team muss durch das anliegende Gebiet preschen und Zugang zu den inneren Perimetern erlangen."
"asw_ob_landing_1b"	"Wir erwarten, dass die Türen in diesem Abschnitt verriegelt sind, weshalb ein Techniker für diesen Einsatz unbedingt notwendig ist."
"asw_ob_landing_2t"	"Flugpläne herunterladen"
"asw_ob_landing_2"	"Das IAF-Oberkommando benötigt Flugpläne aller Schiffe, die Vereon XII in den vergangenen 90 Tagen verlassen haben. Unsere Sensoren zeigen eine unbenutzte Rettungskapsel in Landebucht 7, die immer noch mit dem Verkehrsleitsystem der Kolonie verbunden ist."
"asw_ob_landing_2b"	"Ein Techniker muss in das System eindringen und alle Flugpläne herunterladen."
"asw_ob_landing_3t"	"Gelangen Sie zum Ausgang des Landefelds"
"asw_ob_landing_3"	"Nachdem Sie die Flugpläne heruntergeladen haben, benutzen Sie den Frachtaufzug im Norden, um auf die unteren Ebenen zu gelangen. Rücken Sie zur Kolonie vor und suchen Sie dort nach Überlebenden."
"asw_ob_landing2_2t"	"Aktivieren Sie den Frachtaufzug und fahren Sie nach unten"
"asw_ob_landing2_2"	"Unsere Pläne der Anlage zeigen einen großen Frachtaufzug nördlich Ihres Ausgangspunktes. Benutzen Sie den Aufzug, um auf die untere Ebene zu gelangen und begeben Sie sich zum Ausgang des Depots."
"asw_ob_landing2_1t"	"Betreten Sie das Außengelände der Anlage"
"asw_ob_landing2_1"	"Rücken Sie nach dem Abstieg zum Ausgang der Anlage vor und führen Sie Ihr Team nach draußen."
"asw_cargo_db1"	"Okay Team, checkt eure Ausrüstung und trefft Vorbereitungen für einen kurzen Oberflächenlauf. Atmosphärische Lageberichte weisen auf Temperaturen unter Null hin."
"asw_cargo_db2"	""
"asw_ob_outside_1t"	"Erlangen Sie Zugang zur Pipeline"
"asw_ob_outside_1"	"Scans zeigen starke Schwarmaktivität in der Nähe der Pipeline. Machen Sie die betroffene Pipeline ausfindig."
"asw_ob_outside_2t"	"Zerstören Sie die verseuchte Pipeline"
"asw_ob_outside_2"	"Die Pipeline wird vom Schwarm genutzt um zur Kolonie zu gelangen. Dies bietet eine perfekte Eindämmungsmöglichkeit. Nutzen Sie den vorhandenen Bau-Sprengstoff um die Pipeline zu zerstören."
"asw_ob_outside_3t"	"Gelangen Sie zum Eingang des Koloniereaktors"
"asw_ob_outside_3"	"Nachdem alle anderen Ziele erreicht wurden, versuchen Sie zum Eingang des Kolonie-Reaktors zu gelangen. Der Eingang befindet sich im Norden, auf der anderen Seite der Zugbrücke."
"asw_ob_plant_2t"	"Bringen Sie den Reaktor zum Laufen"
"asw_ob_plant_2"	"Erlangen Sie Zugang zum Reaktor-Kontrollraum und bringen Sie das Stromnetz wieder zum Laufen."
"asw_ob_plant_3t"	"Erreichen Sie den Nordausgang"
"asw_ob_plant_3"	"Sobald der Strom wiederhergestellt ist, preschen Sie durch die Anlage zum Nordausgang und eliminieren Sie jeden Feind, dem Sie begegnen."
"asw_ob_office_3t"	"Zerstöre die Alien-Eier"
"asw_ob_office_3"	"Sie müssen alle Alien-Eier im Wohnkomplex finden und zerstören. Dies ist der erste Schritt zur Eindämmung des Schwarms."
"asw_ob_office_3b"	"Frühe Scans deuten darauf hin, dass die Alien-Eier im Bereich von Warmluftquellen vermehrt auftreten. Ihre Einheit muss einen gründlichen Check des stationären Belüftungssystems durchführen."
"asw_ob_office_4t"	"Verbrennen Sie die Biomasse"
"asw_ob_office_4"	"Rundum-Scans zeigen einen Anstieg von biologischem Material des Schwarms im Wohnkomplex. Dies ist ein frühes Zeichen für den Bau eines Nestes."
"asw_ob_office_4b"	"Alle erheblichen biologischen Massenansammlungen des Schwarms müssen durch den Einsatz großer Hitze zerstört werden."
"asw_ob_office_4c"	"Die Missionsziele setzten mindestens einen Flammenwerfer voraus. Das IAF-Kommando empfiehlt zusätzliche Flammenwerfer mitzunehmen, um die vollständige Sterilisation des Komplexes zu erleichtern."
"asw_ob_office_5t"	"Flüchten Sie mit den Aufzügen"
"asw_ob_office_5"	"Wenn alle Ziele erfüllt sind, müssen Sie sich zum Verlassen des Bereiches in Richtung Norden zum Aufzug begeben."
"asw_ob_sewer_2t"	"Zerstöre die Alien-Eier"
"asw_ob_sewer_2"	"Die Feuchtigkeit in diesem Areal hat einen idealen Brutplatz für Schwarm-Parasiten geschaffen. Zerstöre alle Alien-Eier, die sich in der Kanalisation befinden."
"asw_ob_sewer_3t"	"Versiegeln Sie den Zugangstunnel"
"asw_ob_sewer_3"	"Rundum-Scans zeigen, dass der Schwarm einen alten Wartungstunnel nutzt um sich im Untergrund zwischen zwei Arealen des Kolonie-Komplexes zu bewegen."
"asw_ob_sewer_3b"	"Ihre Einheit muss den Tunneleingang ausfindig machen und versiegeln. Dies wird die Schwarm-Bewegungen einschränken und macht es Aufräumtrupps leichter, die Kolonie von der Verseuchung zu säubern."
"asw_ob_sewer_4t"	"Finden Sie einen Ausgang und flüchten Sie"
"asw_ob_sewer_4"	"Scans offenbaren eine Lücke in der Wasseraufbereitungsanlage bei der nordwestlichen Wand. Bewegen Sie sich, sobald Sie die Missionsziele erfüllt haben, mit deiner Einheit durch die Lücke um wieder zur Oberfläche zu gelangen."
"asw_ob_mine_2t"	"Aktivieren Sie die Seilbahn"
"asw_ob_mine_2"	"Machen Sie die Transformatorstation für die Seilbahn ausfindig und reaktivieren Sie sie. Dies wird den Sprengkopf auf seinen Weg zur Brutkammer bringen."
"asw_ob_mine_3t"	"Säubern Sie den Weg des Sprengkopfs"
"asw-ob-mine_3"	"Halten Sie den Weg des Sprengkopfs frei."
"asw_ob_mine_4t"	"Zünden Sie den Sprengkopf"
"asw_ob_mine_4"	"Aktivieren Sie die Detonationssequenz und jagen Sie diese Käfer in die Hölle, wenn der Sprengkopf in Position ist."
"asw_ob_mine_5t"	"Flüchten Sie mit der Bloodhound"
"asw_ob_mine_5"	"Nachdem Sie alle anderen Ziele erledigt haben, begeben Sie sich mit Ihrem Team zur Laderampe in südöstlicher Richtung, um dort evakuiert zu werden."
"asw_galactic_map_core_systems"	"KERNSYSTEME"
"asw_galactic_map_syntek_megacorporation"	"SYNTEK MEGACORPORATION"
"asw_galactic_map_trust_media_hub"	"TRUST-MEDIEN-HUB"
"asw_galactic_map_humanist_protectorate"	"DAS HUMANISTISCHE PROTEKTORAT"
"asw_galactic_map_iaf_academy"	"IAF-Akademie"
"asw_galactic_map_paradise_supplies"	"PARADISE VORRÄTE"
"asw_galactic_map_enigma_research_group"	"ENIGMA FORSCHUNGSGRUPPE"
"asw_galactic_map_united_industries"	"VEREINIGTE INDUSTRIEN"
"asw_galactic_map_chosen"	"DIE AUSERWÄHLTEN"
"asw_galactic_map_frontier_pharmaceuticals"	"FRONTIER-PHARMAZEUTIKA"
"asw_galactic_map_penitentiary_cluster"	"DER GEFÄNGNISBLOCK"
"asw_galactic_map_void"	"THE VOID"
"asw_galactic_map_infested_systems"	"VERSEUCHTE SYSTEME"
"asw_galactic_map_hatal_9"	"Hatal 9"
"asw_galactic_map_anhaven_ruins"	"Die Anhaven Ruinen"
"asw_galactic_map_jacobs_rest"	"Jacobsruhe"
"asw_campaign_initializing"	"Initialisiere..."
"asw_campaign_generating_map"	"Generiere Karte..."
"asw_campaign_retries_label"	"Versuche: %s1"
"ASW_Ammo_Bag_Title"	"Munitionstasche"
"asw_drop_r_ammo"	"Gewehrmunition fallen lassen"
"asw_drop_ag_ammo"	"Autogun-Munition fallen lassen"
"asw_drop_sg_ammo"	"Schrotflintemunition fallen lassen"
"asw_drop_v_ammo"	"Vindicator-Munition fallen lassen"
"asw_drop_fl_ammo"	"Flammenwerfermunition fallen lassen"
"asw_drop_rg_ammo"	"Lasermunition fallen lassen"
"asw_drop_pdw_ammo"	"PDW-Munition fallen lassen"
"asw_drop_pi_ammo"	"Pistolenmunition fallen lassen"
"asw_mouse_wheel_up"	"Mausrad hoch"
"asw_mouse_wheel_down"	"Mausrad runter"
"asw_mouse1"	"Linke Maustaste"
"asw_mouse2"	"Rechte Maustaste"
"asw_mouse3"	"Mittlere Maustaste"
"asw_360_a"	"A"
"asw_360_b"	"B"
"asw_360_x"	"X"
"asw_360_y"	"Y"
"asw_360_left_bumper"	"Linke Schultertaste"
"asw_360_right_bumper"	"Rechte Schultertaste"
"asw_360_back"	"Zurück"
"asw_360_start"	"Start"
"asw_360_left_stick_in"	"Linker Stick rein"
"asw_360_right_stick_in"	"Rechter Stick rein"
"asw_360_dpad_up"	"D-Pad hoch"
"asw_360_dpad_right"	"D-Pad rechts"
"asw_360_dpad_down"	"D-Pad runter"
"asw_360_dpad_left"	"D-Pad links"
"asw_360_right_trigger"	"Rechter Trigger"
"asw_360_left_trigger"	"Linker Trigger"
"asw_360_left_stick_right"	"Linker Stick rechts"
"asw_360_left_stick_left"	"Linker Stick links"
"asw_360_left_stick_down"	"Linker Stick runter"
"asw_360_left_stick_up"	"Linker Stick hoch"
"asw_360_right_stick_right"	"Rechter Stick rechts"
"asw_360_right_stick_left"	"Rechter Stick links"
"asw_360_right_stick_down"	"Rechter Stick runter"
"asw_360_right_stick_up"	"Rechter Stick hoch"
"asw_server_options"	"Server-Optionen"
"asw_max_players"	"Max. Spieler"
"asw_server_password"	"Server-Passwort"
"asw_host_name"	"Server-Name"
"asw_lan_server"	"LAN-Server"
"asw_select_difficulty"	"Schwierigkeitsgrad"
"asw_difficulty_chooser_easy"	"Leicht"
"asw_difficulty_chooser_normal"	"Normal"
"asw_difficulty_chooser_hard"	"Schwer"
"asw_difficulty_chooser_insane"	"Wahnsinnig"
"asw_difficulty_chooser_easyd"	"Wenn du sehr wenig Erfahrung mit Computerspielen hast, probier mal \"Leicht\" aus. Gegner bewegen sich langsamer und sind einfacher zu erledigen."
"asw_difficulty_chooser_normald"	"Wenn du noch wenig Erfahrung mit Alien Swarm hast, empfiehlt sich \"Normal\"."
"asw_difficulty_chooser_hardd"	"Falls du schon einmal Alien Swarm gespielt hast, wähle diese Einstellung. Gegner bewegen sich schneller und sind schwerer zu töten. Team-Taktiken werden wichtiger um zu Überleben. Dafür gibt es aber auch mehr Erfahrungspunkte."
"asw_difficulty_chooser_insaned"	"Falls deine Einheit den Feldzug auf \"Schwer\" geschafft hat, solltest du \"Wahnsinnig\" als Herausforderung probieren! Gegner bewegen sich mit erhöhter Geschwindigkeit, fügen mehr Schaden zu und sind schwerer zu töten."
"asw_terminal_access"	":: Terminal-Zugriff ::"
"asw_syntek_pda"	":: SynTek PDA ::"
// swarmopedia
"asw_so_topics"	"Datenbankdateien:"
"asw_so_corps"	"Unternehmen"
"asw_so_factions"	"Fraktionen"
"asw_so_marines"	"Marines"
"asw_so_weapons"	"Waffen"
"asw_so_equip"	"Ausrüstung"
"asw_so_locations"	"Wichtige Orte"
"asw_so_enviro"	"Ökologisch"
"asw_so_swarm"	"Der Schwarm"
// corps
"asw_so_centralcredit"	"Kreditwechsel-Zentral"
"asw_so_syntek"	"SynTek Megacorporation"
"asw_so_dominic"	"Dominic Labs Inc."
"asw_so_enigma"	"Enigma Research Group"
"asw_so_frontier"	"Frontier-Pharmazeutika"
"asw_so_nanoproc"	"Nanoproc Ltd."
"asw_so_paradise"	"Paradies Nachschub"
"asw_so_phinvest"	"PH Investment Group Inc."
"asw_so_premier"	"Premier-Antriebsforschung"
"asw_so_solar"	"Solar Holding Company"
"asw_so_stellar"	"Stellar Imaging Inc."
"asw_so_teltech"	"Tel-tech Corporation"
"asw_so_trust"	"Trust Media"
"asw_so_united"	"United Industries"
"asw_so_zerog"	"Zero-G Manufacturing"
// factions
"asw_so_ia"	"Interstellare Allianz"
"asw_so_iaf"	"Interstellar Armed Forces"
"asw_so_iafcommand"	"IAF-Kommando"
"asw_so_iafint"	"IAF-Geheiminformationen"
"asw_so_iafmarines"	"IAF-Soldaten"
"asw_so_iaffleet"	"IAF-Flotte"
"asw_so_pdf"	"Planetarische Verteidigungstruppe"
"asw_so_humanist"	"Die Humanistische Protektorat"
"asw_so_chosen"	"Die Auserwählten"
"asw_so_tradel"	"Handelsvereinigungen"
// weapons
"asw_so_rifle"	"Sturmgewehr"
"asw_so_prifle"	"Prototyp-Gewehr"
"asw_so_autogun"	"Autogun"
"asw_so_shotgun"	"Schrotflinte"
"asw_so_vindicator"	"Vindicator"
"asw_so_flamer"	"Flammenwerfer"
"asw_so_pdw"	"PDW"
"asw_so_pistol"	"Pistolen"
"asw_so_sentry"	"Wächter"
"asw_so_Mines"	"Brandminen"
// equip
"asw_so_medsatchel"	"Erste-Hilfe-Kasten"
"asw_so_ammobag"	"Munitionslager"
"asw_so_medkit"	"Medikit"
"asw_so_stims"	"Adrenalin"
"asw_so_flashlight"	"Taschenlampe"
"asw_so_flares"	"Fackeln"
"asw_so_welder"	"Schweißgerät"
"asw_so_fireext"	"Feuerlöscher"
"asw_so_mining"	"Bergbau-Laser"
"asw_so_chainsaw"	"Kettensäge"
// locations
"asw_so_core"	"Kernsysteme"
"asw_so_iafacademy"	"IAF-Akademie"
"asw_so_trusthub"	"Trust-Medienschnittstelle"
"asw_so_penitent"	"Gefängnisblock"
"asw_so_hatal9"	"Hatal 9"
"asw_so_anhaven"	"Anhaven Ruinen"
"asw_so_vereon"	"Vereon XII"
"asw_so_void"	"The Void"
"asw_so_infested"	"Verseuchte Systeme"
"asw_so_cetii"	"Cetii Epsilon"
"asw_so_talaris9"	"Talaris 9"
// enviro
"asw_so_doors"	"Türen"
"asw_so_fuel"	"Treibstoffkanister"
"asw_so_console"	"Computerterminal"
"asw_so_panel"	"Tastenbedienfeld"
// swarm
"asw_so_swarm"	"Der Schwarm"
"asw_so_drone"	"Drohne"
"asw_so_parasite"	"Parasit"
"asw_so_shieldbug"	"Schildkäfer"
"asw_so_buzzer"	"Schnarre"
"asw_so_grub"	"Raupe"
"asw_so_harvester"	"Raffer"
"asw_so_queen"	"Königin"
"asw_so_biomass"	"Biomasse"
"asw_bouncing_kills"	"%s1 tötete %s2 Aliens mit abgeprallten Schüssen."
"asw_pick_stim_music"	"Adrenalin-Musik auswählen"
"asw_stim_music_types"	"Audio-Dateien (*.mp3|*.wav)"
"asw_music_import_dialog"	"Gefechtsmusik auswählen"
"asw_music_types"	"Audio-Dateien (*.mp3)"
"asw_ingame_map"	"Karte"
// Attribute affixes
"damagedone_2"	"Hohe Geschwindigkeit"
"damagedoors_2"	"Einbruch"
"damageflyers_2"	"Höchste Flughöhe"
"clipsize_2"	"Hohe Kapazität"
"firerate_2"	"Schnellfeuer"
"healonhit_1"	"Vampirisch"
"piercing_1"	"Durchdringend"
"stopping_1"	"Schwer"
"ignite_1"	"Entflammend"
"electro_1"	"Aufgeladen"
"reloadtime_2"	"Vorbereitet"
"extraammo_2"	"Erhöhte Kapazität"
"healbonus_1"	"Wiederherstellend"
"xenowoundbonus_1"	"Xeno-Wunde"
"firewall_1"	"Nitro"
"duration_1"	"Beständig"
// Attribute descriptions
"Attrib_ClipSize_Positive"	"+%s1% Magazingröße"
"Attrib_ClipSize_Negative"	"%s1% Magazingröße"
"Attrib_DamageDone_Positive"	"+%s1% Schaden"
"Attrib_DamageDone_Negative"	"%s1% Schaden"
"Attrib_DamageDoors_Positive"	"+%s1% Schaden an Türen"
"Attrib_DamageFlyers_Positive"	"+%s1% Schaden an fliegenden Zielen"
"Attrib_FireRate_Positive"	"+%s1% Schnellere Schußgeschwindigkeit"
"Attrib_FireRate_Negative"	"%s1% Langsamere Schußgeschwindigkeit"
"Attrib_HealOnHit_Positive"	"+%s1 Lebenspunkte bei Treffer"
"Attrib_HealOnHit_Negative"	"%s1 Lebenspunkte bei Treffer"
"Attrib_Piercing_Positive"	"+%s1% Durchschlagswahrscheinlichkeit"
"Attrib_Stopping_Positive"	"+%s1% Mannstoppwirkung"
"Attrib_Ignite_Positive"	"+%s1% Chance, das Ziel anzuzünden"
"Attrib_Electro_Positive"	"+%s1% Chance, das Ziel zu betäuben"
"Attrib_ReloadTime_Positive"	"+%s1% Schnellere Nachladezeit"
"Attrib_ExtraAmmo"	"+%s1 Munition"
"Attrib_HealBonus_Positive"	"+%s1% Heilen"
"Attrib_XenowoundBonus_Positive"	"+%s1% Heilungsbonus bei Verseuchung"
"Attrib_FirewallLength"	"+%s1 Feuerwand-Länge"
"Attrib_Duration_Positive"	"+%s1% Dauer"
// item qualities
"item_common"	"NORMAL"
"item_rare"	"SELTEN"
"item_unique"	"EINZIGARTIG"
// holdout
"asw_holdout_hud_wave"	"Welle: %s1"
"asw_holdout_hud_score"	"Punkte: %s1"
"asw_holdout_wave_complete"	"Welle %s1 abgeschlossen!"
"asw_holdout_wave_announce"	"- WELLE %s1 -"
"asw_holdout_get_ready"	"BEREIT MACHEN"
"asw_holdout_resupply_title"	"NACHSCHUB"
"asw_holdout_resupply_countdown"	"Nachschubsende:"
"asw_holdout_resupply_ok"	"OK"
"asw_holdout_complete"	"SIE SIND EIN GEWINNER!"
// new briefing
"nb_mission_prep"	"MISSIONSVORBEREITUNG"
"nb_ready"	"BEREIT"
"nb_start_mission"	"MISSION BEGINNEN"
"nb_leader"	"Lobby-Führer: %s1"
"nb_commander_level"	"Level: %s1"
"nb_select_marine"	"Marine auswählen"
"nb_spend_skill_points"	"Fähigkeitspunkte vergeben"
"nb_bio"	"Biografie:"
"nb_accept"	"ÜBERNEHMEN"
"nb_back"	"ZURÜCK"
"nb_okay"	"OKAY"
"nb_done"	"FERTIG"
"nb_no"	"NEIN"
"nb_yes"	"JA"
"nb_select_weapon_one"	"Waffe Eins Auswählen"
"nb_select_weapon_two"	"Waffe Zwei Auswählen"
"nb_select_offhand"	"Zusatz-Gegenstand auswählen"
"nb_weapon_description"	"Beschreibung:"
"new_weapon"	"Neu!"
"nb_objectives"	"Ziele"
"nb_objective_details"	"Details"
"nb_overview_map"	"Oberflächenkarte"
"nb_mission_title"	"Mission:"
"nb_mission_options"	"MISSIONSOPTIONEN"
"nb_difficulty_title"	"Schwierigkeitsgrad"
"nb_mission_brief"	"Missionsbeschreibung"
"nb_mission_details"	"Missionsdetails: %s1"
"nb_mission_style"	"Missionstyp:"
"nb_mission_details_button"	"MISSIONSDETAILS"
"nb_friends"	"FREUNDE EINLADEN"
"nb_skill_title"	"Fähigkeitsdetails:"
"nb_select_mission"	"Mission auswählen"
"nb_select_starting_mission"	"Startmission auswählen"
"nb_select_campaign"	"Kampagne auswählen"
"nb_launch_mission"	"WEITER"
"nb_commanders"	"KOMMANDANTEN"
"nb_next_mission"	"NÄCHSTE MISSION:"
"nb_campaign_title"	"KAMPAGNE: %s1"
"nb_weapon_unlocked"	"Neue Waffe freigeschaltet"
"nb_skill_points"	"Fähigkeitspunkte"
"nb_skill_points_fixed"	"Unverstellbar"
"nb_skill_points_custom"	"Benutzerdefiniert"
"nb_spare_skill_points"	"Verwendbare Fähigkeitspunkte:"
"nb_promotion_title"	"IAF-Beförderung"
"nb_promotion_description"	"Die IAF hat Ihnen eine Beförderung für Ihre tapfere und standhafte Entschlossenheit im Kampf gegen den Schwarm angeboten."
"nb_promotion_warning"	"WARNUNG: DIESER VORGANG SETZT SIE AUF LEVEL 1 ZURÜCK UND SPERRT JEDEN BEREITS FREIGESCHALTETEN AUSRÜSTUNGSGEGENSTAND ERNEUT"
"nb_promote"	"BEFÖRDERN"
"nb_cancel"	"ABBRECHEN"
"asw_player_promoted_1"	"%s1 hat den Titanstern erhalten."
"asw_player_promoted_2"	"%s1 hat den Karbidstern erhalten."
"asw_player_promoted_3"	"%s1 hat das Galliumkreuz erhalten."
"asw_player_promoted_4"	"%s1 hat den Platinum Stern erhalten."
"asw_player_promoted_5"	"%s1 hat den Osmium Stern erhalten."
"asw_player_promoted_6"	"%s1 hat das Iridium Medallion erhalten."
"asw_player_promoted_7"	"%s1 hat das Goldene Medallion erhalten."
"nb_promotion_medal_1"	"Titanstern"
"nb_promotion_medal_2"	"Karbidstern"
"nb_promotion_medal_3"	"Galliumkreuz"
"nb_promotion_medal_4"	"Platinum Stern"
"nb_promotion_medal_5"	"Osmium Stern"
"nb_promotion_medal_6"	"Iridium Medallion"
"nb_promotion_medal_7"	"Goldenes Medallion"
"nb_first_promotion"	"ERSTE BEFÖRDERUNG"
"nb_second_promotion"	"ZWEITE BEFÖRDERUNG"
"nb_third_promotion"	"DRITTE BEFÖRDERUNG"
"nb_fourth_promotion"	"VIERTE BEFÖRDERUNG"
"nb_fifth_promotion"	"FÜNFTE BEFÖRDERUNG"
"nb_sixth_promotion"	"SECHSTE BEFÖRDERUNG"
"nb_seventh_promotion"	"SIEBENTE BEFÖRDERUNG"
"marine_class_officer"	"Offiziere"
"marine_class_sw"	"Waffenspezialisten"
"marine_class_sw_short"	"Waffenspez."
"marine_class_medic"	"Sanitäter"
"marine_class_tech"	"Techniker"
"marine_class_officer_label"	"Offiziere:"
"marine_class_sw_label"	"Waffenspezialisten:"
"marine_class_medic_label"	"Sanitäter:"
"marine_class_tech_label"	"Techniker:"
// achievements
"ASW_KILL_WITHOUT_FRIENDLY_FIRE_NAME"	"Feuer frei"
"ASW_NO_FRIENDLY_FIRE_NAME"	"Kontrollierte Feuerstöße"
"ASW_SHIELDBUG_NAME"	"Schilde heruntergefahren"
"ASW_GRENADE_MULTI_KILL_NAME"	"Explosionsradius"
"ASW_ACCURACY_NAME"	"Scharfschütze"
"ASW_NO_DAMAGE_TAKEN_NAME"	"Perfekt"
